text,true_label,predicted_label,prediction_confidence,match_count,total_score,pos_votes,neg_votes,neu_votes,invalid_votes,matched_terms
等等......妳有158?!看不出來吶,neutral,negative,1.0,1,-0.205637,0,1,0,0,看不出來
"開元土魠魚羹要吃他的豆腐,加蔥辣汁好吃",neutral,positive,0.555556,2,0.376844,5,0,4,0,豆腐 | 好吃
耶!歡迎來我家鄉~推坑成功就是開心!,neutral,positive,1.0,3,1.412627,3,0,0,0,歡迎 | 成功 | 開心
是玩命關頭!!!!,neutral,neutral,0.0,0,0.0,0,0,0,0,
退訂了 台客劇場已經變質了,negative,positive,1.0,1,0.029756,1,0,0,0,已經
我剛剛補上囉!,neutral,neutral,0.0,0,0.0,0,0,0,0,
"謝謝你帶個這個新時代最難得的真誠,會一直支持下去。 也謝謝你沒有放棄",positive,positive,1.0,8,1.969585,17,0,4,0,謝謝 | 最難得 | 真誠 | 一直 | 支持 | 下去 | 謝謝 | 沒有放棄
"上次離開東京時,我突然不同於過往有想再去的念頭,但是看了這個情感真摯的影片,我好像又想起了什麼....",neutral,positive,0.5,5,0.133919,8,1,7,0,離開 | 突然 | 不同 | 真摯 | 好像
"現在這些拍片維生的人,嘻笑打鬧,很無聊,介紹也不認真,搞笑也不好笑,無聊影片",negative,negative,0.636364,7,-0.424722,7,4,0,0,無聊 | 介紹 | 也不 | 認真 | 也不 | 好笑 | 無聊
沒有接吻照 我真的不信耶,negative,negative,0.5,2,-0.092477,1,1,0,0,沒有 | 不信
"業配的很嚴重,天啊什麼評比啊 在地人憤怒啊......你們回你們家鄉啊~誰說自是宜蘭人的,叫什麼名字",negative,negative,1.0,2,-0.307265,0,5,0,0,嚴重 | 憤怒
可以請問Celine 潛水用的自拍棒嗎,neutral,positive,0.5,1,0.15518,2,0,2,0,可以
許願 姐夫跟大姐 弦跟老吳 不要李好哩賀,neutral,negative,1.0,1,-0.368708,0,1,0,0,不要
美國帶回來加拿大不用 北美還不是沒有狂犬病的國家所以不用隔離,neutral,negative,1.0,6,-1.83371,2,4,0,0,帶回 | 不用 | 不是 | 沒有 | 不用 | 隔離
@celineswaytravel,positive,neutral,0.0,0,0.0,0,0,0,0,
我是在中國念牙醫學院的 現在在台灣的牙材廠商上班 同時也是一位目前100+的aow潛水員 預計今年會完成dm 我很有興趣在海牛的救助教育活動 也許海牛的牙牙有問題的話 我可以幫忙做拔牙或根管治療?,neutral,positive,1.0,11,2.393981,14,1,5,0,同時 | 也是 | 預計 | 完成 | 很有興趣 | 救助 | 也許 | 有問題 | 可以 | 幫忙 | 治療
保佑你有好結果,positive,positive,1.0,1,0.142598,1,0,0,0,保佑
"歐美福利好的國家, 稅賦也都很重。",neutral,positive,1.0,1,0.501475,1,0,0,0,福利
"哈!還有山上亂丟小白花的;亂丟菸蒂,公開場所吸煙污染別人呼吸乾淨健康空氣;噪音、環境、空氣污染之類的.........",negative,negative,1.0,10,-1.964814,3,6,8,0,還有 | 亂丟 | 亂丟 | 公開 | 場所 | 污染 | 吸乾 | 健康 | 噪音 | 污染
無聊跟吃東西無關吧!?,negative,negative,0.555556,3,-0.227718,0,4,5,0,無聊 | 東西 | 無關
"幫忙更正一下,中信璀璨卡以上 只要持有機票就可以使用環亞等貴賓室,只有華航機票才能進去自營貴賓室,謝謝",neutral,positive,1.0,11,1.585793,21,1,1,0,幫忙 | 更正 | 璀璨 | 以上 | 只要 | 持有 | 就可以 | 使用 | 只有 | 才能 | 謝謝
感謝你們,positive,positive,1.0,1,0.429697,1,0,0,0,感謝
"支持 Jeannie 沒做錯事,請大家不要網路霸凌,都是DoDo團隊的人,有他們才會有好影片看,不喜歡就按叉叉不要看就好,我反而覺得Ian一個人偏乾需要E人跟他互動,Ian支持他入鏡頭,我就支持,因為我是Do粉,我要一起散播愛",neutral,negative,0.615385,13,-0.533668,8,5,0,0,支持 | 做錯 | 不要 | 都是 | 才會 | 不喜歡 | 不要 | 反而 | 覺得 | 互動 | 支持 | 支持 | 散播
恭喜恭喜 隔壁rio在成年禮 你們已經結婚啦 恭喜~,positive,positive,1.0,4,1.979756,4,0,0,0,恭喜 | 恭喜 | 已經 | 恭喜
"街道好乾淨,店家也很有特色",positive,positive,1.0,2,0.293645,5,0,0,0,乾淨 | 有特色
"原來、了解!太好了!以前有碰到過,但都不知道該怎麼辦...",neutral,positive,0.512714,4,0.512714,4,1,5,0,原來 | 了解 | 太好了 | 不知道
土魠魚羹 我鬆一口氣,neutral,positive,1.0,1,0.109849,1,0,0,0,鬆一口氣
@millyyang1010 我也是 . 與其吃蛋 不如吃植物旦,neutral,positive,1.0,2,0.05,2,0,0,0,也是 | 不如
兄弟姐妹姊妹就是不管怎麼吵 有彼此在是最難得最珍惜的事情 (正常狀況下),neutral,neutral,0.444444,5,0.00493,3,2,4,0,不管 | 最難得 | 珍惜 | 正常 | 狀況
恭喜 我也超期待你們綁定~~~,positive,positive,1.0,2,0.65,2,0,0,0,恭喜 | 期待
"看得很不舒服的一集,那麼多老鼠好可怕,衛生堪虞!而且到處一堆垃圾耶~看完這一集我更肯定印度我真的這輩子不會去",negative,positive,0.777778,6,0.171487,2,7,0,0,不舒服 | 可怕 | 衛生 | 垃圾 | 肯定 | 不會
"您的願望,肯定會達成;恭喜您~生個大白娃娃!",positive,positive,1.0,4,1.500175,6,0,1,0,願望 | 肯定 | 達成 | 恭喜
"我們9月會去瑞士,已經是第二次,very Good",positive,positive,1.0,1,0.029756,1,0,0,0,已經
在找不到影片的時候看到互可的新影片簡直是救贖,positive,negative,0.571429,3,-0.347977,1,2,4,0,找不到 | 看到 | 簡直是
Eric喝茫了,neutral,neutral,0.0,0,0.0,0,0,0,0,
明明不是自己畢業 明明不是自己要離開 心裡卻湧出一股酸酸的感覺 我想 這就是導演的影片吧,neutral,negative,1.0,7,-1.302512,1,3,12,0,不是 | 自己 | 畢業 | 不是 | 自己 | 離開 | 感覺
巴西嘉年華真的超級讚的! 隨時隨地都超熱鬧~~ 人生必須體驗一次,positive,positive,1.0,3,0.261276,3,0,0,0,超級 | 熱鬧 | 必須
"接業配後,影片沒有以前單純好看了...",negative,positive,1.0,3,0.3255,6,0,0,0,沒有 | 單純 | 好看
好讚的行程哦!!想直接無腦複製貼上那種,positive,positive,1.0,1,0.326906,1,0,0,0,直接
剛好下禮拜要去香港迪士尼了! 想請問Ian要在哪裡才能看到雪寶? 真的很愛冰雪奇緣 好想看到雪寶!! 希望可以被回覆,positive,positive,1.0,8,2.231846,8,0,14,0,禮拜 | 才能 | 看到 | 很愛 | 好想 | 看到 | 希望 | 可以
"我爱你,台客剧场",positive,neutral,0.0,0,0.0,0,0,0,0,
"@ 可能吧,但身為看了影片去嚐鮮的消費者覺得被騙",negative,positive,0.428571,4,0.1197,3,1,3,0,可能 | 身為 | 覺得 | 被騙
真心恭喜真的適合就一起走下去吧,positive,positive,1.0,4,2.117935,7,0,4,0,真心 | 恭喜 | 適合 | 下去
"记得很多年前去同岛,酒店帮我订了一个tour,上了一条很破的船,一路颠簸二个多小时去潜水𨫆看鱼,很不好的体验所以至今还记忆犹新",negative,positive,0.5,2,0.225205,1,1,0,0,很多 | 不好
好羨慕,positive,positive,1.0,1,0.0,1,0,0,0,羨慕
"Jeannie 有點過度e人,很容易招反感",negative,negative,0.666667,3,-0.069724,1,2,0,0,過度 | 很容易 | 反感
"@happyariel有些組合好像身為觀眾也會有點怕講出來(威 還是下次改賽制,從採購開始然後執行任務(太麻煩",neutral,positive,0.653846,10,0.533501,8,1,17,0,有些 | 好像 | 身為 | 觀眾 | 也會 | 還是 | 開始 | 執行 | 任務 | 麻煩
炸雞跟牛排看起來都超好吃的!!!!!,positive,positive,1.0,1,0.424214,1,0,0,0,超好
"請環保局多放心思在亂丟煙蒂,不要再搞什麼臨時排氣檢驗跟噪音取締了,無聊。 謝謝導演",negative,negative,1.0,8,-1.036286,13,8,0,0,放心 | 亂丟 | 不要 | 搞什麼 | 噪音 | 取締 | 無聊 | 謝謝
補在資訊欄上囉,neutral,neutral,0.0,0,0.0,0,0,0,0,
祝福,positive,positive,1.0,1,0.25,1,0,0,0,祝福
請問地址?,neutral,neutral,0.0,0,0.0,0,0,0,0,
Omg....真的太喜歡了~~~ 我現在最想去的地方就是Namibia!! 你的行程真的是太棒了,positive,positive,1.0,4,1.48236,4,0,0,0,喜歡 | 最想 | 真的是 | 太棒
"看一个国家安不安全,就街上有没有女生在街上独自行走。",negative,negative,1.0,1,-0.210743,0,1,0,0,不安全
畫面有點擠 希望標語可以換個大小或位子 比較不影響觀影體驗,neutral,positive,0.555556,3,0.470344,3,1,5,0,希望 | 可以 | 影響
"他們終身聘用制,一堆員工可用身心問題請帶薪病假,若有外籍員工推給他們也沒差。",neutral,positive,0.857143,5,0.240984,1,1,12,0,終身 | 可用 | 身心 | 問題 | 外籍
哇~,positive,neutral,0.0,0,0.0,0,0,0,0,
這集超好看 兩位主持人都很棒 建中不愧是最高學府 氛圍 完全不一樣,positive,positive,1.0,8,1.700195,7,1,6,0,超好 | 主持 | 很棒 | 不愧 | 最高 | 氛圍 | 完全 | 不一樣
這男的嘴很難看 最好閉嘴,negative,positive,0.5,2,0.233521,1,1,0,0,很難 | 最好
留言刷一排 沒有j小姐就是爽,negative,negative,0.8,2,-0.092187,1,0,4,0,沒有 | 小姐
期待離婚那天,positive,negative,0.5,2,-0.475,1,1,0,0,期待 | 離婚
太 好看了,positive,positive,1.0,1,0.342686,4,0,0,0,好看
超美的啦愛死你,positive,neutral,0.0,0,0.0,0,0,0,0,
"很喜歡你在日本生活的分享,我也很嚮往能在日本生活一陣子,希望有朝一日能像你一樣體驗異國生活結交異國朋友!",positive,positive,1.0,7,1.304246,6,0,7,0,很喜歡 | 分享 | 嚮往 | 希望 | 有朝一日 | 一樣 | 活結
有夠爛 每次搭 人都一堆 每次都座票,negative,neutral,1.0,1,0.0,0,0,5,0,有夠
謝謝你們的分享與介紹,positive,positive,1.0,3,0.415441,8,0,0,0,謝謝 | 分享 | 介紹
"真的,有小孩之前都是偽單身,所以挑戰的東西可以很巨大,有小孩之後光要睡飽這件事就已經是個挑戰",neutral,positive,0.538462,7,0.339385,7,1,5,0,都是 | 挑戰 | 東西 | 可以 | 巨大 | 已經 | 挑戰
立馬分享給台中的家人,positive,positive,1.0,1,0.067959,1,0,0,0,分享
生日快樂,positive,positive,1.0,1,0.383642,1,0,0,0,生日快樂
"Dustin這種人算好了,以前遇過比他更爛的,整個完全就是騙,連東西都拿不到,說要教你看也是拿東西在你眼前晃一下而已非常惡劣,專門欺負人的....(不過通常只有小學生跟國中生才會這麼沒水準)",negative,positive,0.485714,15,0.184979,9,9,17,0,完全 | 東西 | 拿不到 | 也是 | 東西 | 而已 | 非常 | 惡劣 | 專門 | 欺負 | 不過 | 通常 | 只有 | 才會 | 沒水準
我澄清我每天都有幫忙顧爺爺喔,neutral,positive,0.555556,3,0.2,5,0,4,0,澄清 | 天都 | 幫忙
妳好棒!我都是靠妳影片學編輯 謝謝妳!請繼續出好新片,positive,positive,1.0,3,0.347482,8,0,0,0,都是 | 謝謝 | 繼續
可以認識阿貴嗎?,neutral,positive,0.625,2,0.35231,3,0,5,0,可以 | 認識
好可怕。我不會去。。就感覺細菌和病毒在哪個廟很不ok... 謝謝分享!!,negative,negative,0.5,7,-0.43245,8,9,1,0,可怕 | 不會 | 感覺 | 細菌 | 病毒 | 謝謝 | 分享
是我啦 哈哈,neutral,positive,1.0,1,0.07218,1,0,0,0,哈哈
"好難看啊,完全被人欺負,傻傻的不知在幹嘛",negative,positive,0.722222,5,0.418167,2,13,3,0,難看 | 完全 | 欺負 | 傻傻 | 不知
"很棒,愛妳",positive,positive,1.0,1,0.055061,1,0,0,0,很棒
"謝謝導演的影片!雖然看了有些感傷⋯但也很多同感,讓人覺得我們不孤單! 我自己也是在去年放下工作來到了東京,和已經待在東京十年的老婆一起生活,從頭開始學習日語,雖然學習了半年的日文,但還是講得二二六六,今年底簽證也就要到期了,希望可以在今年底之前找到工作! 祝福導演和導演的家人身體健康!平安快樂!上帝會保守一切順利!",neutral,positive,1.0,29,4.535674,29,6,34,0,謝謝 | 有些 | 感傷 | 很多 | 同感 | 覺得 | 孤單 | 自己 | 也是 | 放下 | 已經 | 老婆 | 從頭 | 開始 | 學習 | 日語 | 學習 | 還是 | 到期 | 希望 | 可以 | 找到 | 祝福 | 身體 | 健康 | 平安 | 快樂 | 保守 | 順利
"我通常都是使用8K 30 或5.7k 60 在水下比較少真的用到pure video ,因為我不太會去真的很黑的地方潛水! 看你有沒有想要在後置放慢動作~ 有的話選選擇60針比較好!",neutral,positive,0.538462,10,0.190788,7,3,3,0,通常 | 都是 | 使用 | 比較少 | 不太 | 沒有 | 想要 | 放慢 | 選擇 | 比較好
"想去花蓮/台東體驗微型屋~最想在微型屋做做菜/冥想 喜歡心靈慢下來,與自己對話的時刻",positive,positive,1.0,5,1.14371,2,0,12,0,最想 | 冥想 | 喜歡 | 自己 | 對話
吸管刷有羊毛材質的~ 羊毛刷、羊毛吸管刷,positive,neutral,1.0,3,0.0,0,0,12,0,吸管 | 毛刷 | 吸管
恭喜 祝可愛善良的你們能一直幸福下去,positive,positive,1.0,6,2.71778,5,0,4,0,恭喜 | 可愛 | 善良 | 一直 | 幸福 | 下去
"很普通,餅皮也很硬,不是脆是硬,感覺沒什麼特色... 改天去滷菩提吃看看",negative,negative,0.5,4,-0.350157,2,2,0,0,不是 | 感覺 | 沒什麼 | 特色
土魠魚羹要點豆腐加蒜頭水,neutral,neutral,1.0,1,0.0,0,0,4,0,豆腐
要吃乾煸四季豆,neutral,neutral,0.0,0,0.0,0,0,0,0,
"荷蘭人殺死很多台灣人(含原住民)(小流球滅絕式屠殺),儘次於日本 西班牙",negative,negative,1.0,4,-1.604734,1,3,0,0,殺死 | 很多 | 滅絕 | 屠殺
嘟嘟妹,neutral,positive,1.0,1,0.1,1,0,0,0,嘟嘟
三个人都很美!快乐的!阿姨!快乐开心最重要!,positive,positive,1.0,1,0.318586,1,0,0,0,最重要
@millyyang1010 tomorow South Korea rose festival coming son happy rose day lady,positive,neutral,0.0,0,0.0,0,0,0,0,
為什麼不能提北韓?!,neutral,negative,1.0,1,-0.060935,0,1,0,0,不能
很無聊的影片沒什麼驚奇,negative,negative,0.666667,3,-0.409327,1,2,0,0,無聊 | 沒什麼 | 驚奇
有愛心的人最棒了,positive,positive,1.0,2,0.823166,2,0,0,0,有愛心 | 最棒
好好笑 這集要奪high一直給我唱歌,positive,positive,1.0,2,0.272905,2,0,0,0,好笑 | 一直
廢話,negative,negative,1.0,1,-0.275,0,1,0,0,廢話
感謝分享,positive,positive,1.0,2,0.497656,2,0,0,0,感謝 | 分享
謝謝celine帶我們大開眼界,positive,positive,1.0,2,0.459265,7,0,0,0,謝謝 | 大開
去阿根廷要去找Messi的雕像啊,positive,neutral,0.0,0,0.0,0,0,0,0,
@chienbunnie9080 謝謝Bunnie!!!!,neutral,positive,1.0,1,0.297482,6,0,0,0,謝謝
謝謝你!,positive,positive,1.0,1,0.297482,6,0,0,0,謝謝
環保影片不要一直只拍表面報喜不報優 一直誤導一般民眾,negative,negative,0.4,7,-0.136222,3,3,4,0,不要 | 一直 | 報喜 | 不報 | 一直 | 誤導 | 民眾
队友为什么要提北韩?,neutral,neutral,0.0,0,0.0,0,0,0,0,
許願希望Hook可以開一個企劃是 妳開個小攤子 做妳從之前到現在 妳自己做的覺得最好吃的料理! 粉絲一定到場,positive,positive,1.0,7,1.960194,8,0,9,0,希望 | 可以 | 自己 | 覺得 | 最好 | 一定 | 到場
我現在手上有匯豐世界旅人、星宇世界、中信華航頂尊 我還在想到底要不要辦國泰長榮欸?,neutral,negative,1.0,1,-0.368708,0,1,0,0,不要
Eric變好瘦。是不是頻道有史來最瘦的時候? 太厲害了。,positive,negative,0.714286,3,-0.496571,5,1,1,0,變好 | 不是 | 厲害
林宣現在已經有全球旅居的實力了。就看林宣想不想了。,positive,positive,0.666667,3,0.530243,2,1,0,0,已經 | 實力 | 不想
最近台北試辦年貨大街禁煙區 如果有機會回來看看吧,neutral,positive,0.8,2,0.427696,1,0,4,0,試辦 | 有機會
認同,positive,positive,0.75,1,0.0,3,0,1,0,認同
謝謝此片調整了大眾對建中生的刻板印象,positive,positive,0.875,3,0.58228,7,1,0,0,謝謝 | 調整 | 刻板印象
半年前的新聞..現在才業配..如果我是業主還不氣死..雖然說看影片可以很放鬆..但還是歡迎帶點頭腦,negative,positive,0.760155,7,0.760155,6,1,7,0,業主 | 氣死 | 可以 | 放鬆 | 還是 | 歡迎 | 點頭
Eric星探又出動了!,neutral,positive,1.0,1,0.134794,1,0,0,0,出動
這集超讃耶!~,positive,neutral,0.0,0,0.0,0,0,0,0,
"已經看到5個以上的youtube.....雖然滑雪看起來很好玩,但看到這麼多廣告費.....真的會有反感....",negative,positive,1.0,9,1.003367,7,1,12,0,已經 | 看到 | 以上 | 很好 | 看到 | 這麼多 | 廣告 | 會有 | 反感
"支持 Jeannie 沒做錯事,請大家不要網路霸凌,都是DoDo團隊的人,有他們才會有好影片看,不喜歡就按叉叉不要看就好,我反而覺得Ian一個人偏乾需要E人跟他互動,Ian支持他入鏡頭,我就支持,因為我是Do粉,我要一起散播愛",negative,negative,0.615385,13,-0.533668,8,5,0,0,支持 | 做錯 | 不要 | 都是 | 才會 | 不喜歡 | 不要 | 反而 | 覺得 | 互動 | 支持 | 支持 | 散播
"我是幹話阿姨鐵粉,我先道歉,好奇心讓我+1。",neutral,positive,0.708712,2,0.708712,2,1,7,0,道歉 | 好奇
"但今年蘋果傑克丹尼又上架啦,很香~~以買XD (蜂蜜口味也不錯喔",neutral,negative,0.8,2,-0.330467,0,1,4,0,上架 | 也不
我以為HOOK沒上過班,neutral,positive,1.0,1,0.035542,1,0,0,0,以為
很不錯的影片讚讚~難得沒看到去范五老街或日本街或粉紅教堂的XD,positive,positive,0.666667,3,0.538987,6,1,2,0,不錯 | 難得 | 沒看到
太貴了!負擔不起。,negative,negative,0.666667,2,-0.273353,1,4,1,0,負擔 | 不起
"你們只看到表面,這些套路在大陸早就圈死很多人",negative,positive,0.666667,2,0.332008,2,0,4,0,看到 | 很多
Love ERIC Love IAN Love JEANNIE LOVE YALL DODMEN,positive,neutral,0.0,0,0.0,0,0,0,0,
"公車免費就表示他們不用考慮路線虧損的問題,可以規劃最便捷的行進路線,不必像我們,公車路線都繞來繞去很浪費時間。",negative,negative,1.0,10,-1.228901,9,5,6,0,免費 | 表示 | 不用 | 考慮 | 虧損 | 問題 | 可以 | 規劃 | 不必 | 浪費時間
盥洗包、分裝瓶,neutral,neutral,0.0,0,0.0,0,0,0,0,
"下一趟澳門+香港一起去! *勘誤:澳門還有竹灣沙灘,感謝大家留言期待立方待更久後發掘更多澳門給你們",positive,positive,0.843406,6,0.843406,5,0,4,0,還有 | 沙灘 | 感謝 | 期待 | 更久 | 更多
"我們大學的課程有一門課就是去淨山,維護山林環境、勸導居民不要亂丟垃圾,但自己去嘗試過才知道我們真的很渺小 ,也無法改變什麼,即便隨袋徵收但更多的就是偷偷傾倒垃圾,真的是無力感很重,願所有人都能維護環境、保護環境,讓下一代還能夠有自然資源不受污染",negative,negative,0.754279,25,-0.754279,18,9,13,0,維護 | 勸導 | 不要 | 亂丟垃圾 | 自己 | 嘗試 | 知道 | 無法 | 改變 | 徵收 | 更多 | 偷偷 | 傾倒 | 垃圾 | 真的是 | 無力感 | 所有 | 都能 | 維護 | 保護 | 還能 | 自然 | 資源 | 不受 | 污染
"再說比特犬嗎?無聊的人才會看那種人的影片,整天講一堆沒有意義的事分裂",negative,positive,0.545455,5,-0.043439,6,2,3,0,無聊 | 人才 | 沒有 | 意義 | 分裂
